filename,width,height,class,xmin,ymin,xmax,ymax
ba_577.png,448,448,ba,42,32,195,177
ba_795.png,448,448,ba,21,18,207,208
ba_628.png,448,448,ba,32,35,174,190
ba_212.png,448,448,ba,26,23,199,185
ba_491.png,448,448,ba,71,6,247,131
ba_430.png,448,448,ba,37,28,203,147
ba_318.png,448,448,ba,27,33,179,170
ba_703.png,448,448,ba,30,34,214,178
ba_780.png,448,448,ba,36,24,198,184
ba_658.png,448,448,ba,26,26,183,198
ba_425.png,448,448,ba,36,19,199,189
ba_147.png,448,448,ba,79,37,235,116
ba_644.png,448,448,ba,6,5,196,191
ba_567.png,448,448,ba,46,13,207,184
ba_310.png,448,448,ba,41,62,194,192
ba_185.png,448,448,ba,40,52,203,181
ba_58.png,448,448,ba,18,25,206,193
ba_293.png,448,448,ba,19,28,200,208
ba_793.png,448,448,ba,41,33,193,192
ba_38.png,448,448,ba,25,44,208,170
ba_34.png,448,448,ba,18,9,217,209
ba_484.png,448,448,ba,38,38,174,186
ba_253.png,448,448,ba,27,38,202,205
ba_251.png,448,448,ba,56,42,205,174
ba_547.png,448,448,ba,23,12,221,155
ba_585.png,448,448,ba,22,30,184,184
ba_343.png,448,448,ba,47,11,183,155
ba_655.png,448,448,ba,39,37,182,181
ba_615.png,448,448,ba,45,23,187,147
ba_86.png,448,448,ba,30,73,206,159
ba_216.png,448,448,ba,42,44,199,186
ba_408.png,448,448,ba,52,43,207,173
ba_737.png,448,448,ba,56,38,175,144
ba_296.png,448,448,ba,45,52,211,202
ba_556.png,448,448,ba,32,37,183,196
ba_682.png,448,448,ba,12,15,206,195
ba_300.png,448,448,ba,35,29,201,144
ba_174.png,448,448,ba,26,28,180,173
ba_523.png,448,448,ba,58,44,194,163
ba_450.png,448,448,ba,51,26,257,147
ba_338.png,448,448,ba,24,19,191,172
ba_266.png,448,448,ba,37,37,170,188
ba_137.png,448,448,ba,21,32,185,177
ba_764.png,448,448,ba,35,16,195,152
ba_7.png,448,448,ba,54,41,210,177
ba_28.png,448,448,ba,30,30,175,196
ba_777.png,448,448,ba,42,52,186,187
ba_516.png,448,448,ba,28,39,216,191
ba_235.png,448,448,ba,55,36,205,163
ba_747.png,448,448,ba,23,27,203,198
ba_152.png,448,448,ba,37,39,203,198
ba_129.png,448,448,ba,56,40,172,149
ba_473.png,448,448,ba,47,60,208,192
ba_760.png,448,448,ba,42,56,179,193
ba_78.png,448,448,ba,22,55,205,205
ba_580.png,448,448,ba,24,58,220,199
ba_321.png,448,448,ba,34,58,218,198
ba_261.png,448,448,ba,63,26,329,168
ba_341.png,448,448,ba,56,41,209,177
ba_3.png,448,448,ba,109,28,237,123
ba_645.png,448,448,ba,38,18,223,197
ba_52.png,448,448,ba,15,7,220,206
ba_169.png,448,448,ba,47,30,211,195
ba_782.png,448,448,ba,47,24,183,146
ba_539.png,448,448,ba,51,34,203,171
ba_370.png,448,448,ba,31,23,204,147
ba_305.png,448,448,ba,38,29,197,189
ba_332.png,448,448,ba,27,39,180,176
ba_715.png,448,448,ba,11,8,207,212
ba_791.png,448,448,ba,37,25,222,178
ba_12.png,448,448,ba,37,30,197,143
ba_270.png,448,448,ba,28,15,210,190
ba_396.png,448,448,ba,43,68,200,183
ba_676.png,448,448,ba,35,43,195,173
ba_66.png,448,448,ba,56,38,175,144
ba_179.png,448,448,ba,46,29,185,159
ba_302.png,448,448,ba,16,23,202,212
ba_206.png,448,448,ba,25,38,184,182
ba_395.png,448,448,ba,36,30,199,143
ba_787.png,448,448,ba,26,38,180,177
ba_422.png,448,448,ba,33,23,211,153
ba_673.png,448,448,ba,36,37,176,189
ba_397.png,448,448,ba,27,32,184,196
ba_158.png,448,448,ba,35,34,198,181
ba_666.png,448,448,ba,39,30,196,188
ba_468.png,448,448,ba,15,34,191,187
ba_190.png,448,448,ba,53,36,197,169
ba_765.png,448,448,ba,29,33,177,182
ba_272.png,448,448,ba,69,37,215,149
ba_262.png,448,448,ba,55,56,194,194
ba_639.png,448,448,ba,60,17,268,138
ba_280.png,448,448,ba,34,31,191,191
ba_418.png,448,448,ba,25,43,209,169
ba_401.png,448,448,ba,98,26,262,144
ba_238.png,448,448,ba,37,34,187,177
ba_96.png,448,448,ba,23,35,188,188
ba_563.png,448,448,ba,48,55,184,180
ba_750.png,448,448,ba,48,31,221,186
ba_798.png,448,448,ba,38,30,197,188
ba_275.png,448,448,ba,44,31,184,146
ba_515.png,448,448,ba,28,49,203,170
ba_560.png,448,448,ba,16,16,189,185
ba_234.png,448,448,ba,32,37,183,196
ba_344.png,448,448,ba,24,29,188,191
ba_432.png,448,448,ba,58,45,176,154
ba_447.png,448,448,ba,47,28,183,146
ba_584.png,448,448,ba,25,32,198,192
ba_47.png,448,448,ba,40,39,193,171
ba_702.png,448,448,ba,60,43,197,158
ba_546.png,448,448,ba,46,41,336,165
ba_82.png,448,448,ba,47,57,180,175
ba_176.png,448,448,ba,43,31,200,181
ba_304.png,448,448,ba,15,17,199,219
ba_785.png,448,448,ba,55,36,176,157
ba_610.png,448,448,ba,56,38,175,144
ba_384.png,448,448,ba,38,29,195,182
ba_627.png,448,448,ba,25,29,193,186
ba_288.png,448,448,ba,25,8,223,167
ba_558.png,448,448,ba,30,27,186,189
ba_540.png,448,448,ba,16,35,194,188
ba_371.png,448,448,ba,47,19,187,161
ba_789.png,448,448,ba,95,50,291,141
ba_138.png,448,448,ba,76,9,286,131
ba_231.png,448,448,ba,25,33,186,190
ba_729.png,448,448,ba,56,41,209,177
ba_506.png,448,448,ba,48,29,181,147
ba_116.png,448,448,ba,37,38,195,172
ba_427.png,448,448,ba,27,33,179,170
ba_351.png,448,448,ba,48,29,205,175
ba_79.png,448,448,ba,21,23,223,187
ba_227.png,448,448,ba,27,26,217,206
ba_347.png,448,448,ba,26,32,178,184
ba_442.png,448,448,ba,41,53,203,181
ba_352.png,448,448,ba,60,41,200,159
ba_507.png,448,448,ba,26,37,201,197
ba_646.png,448,448,ba,82,16,253,111
ba_19.png,448,448,ba,31,29,184,168
ba_591.png,448,448,ba,25,33,186,190
ba_565.png,448,448,ba,53,34,177,142
ba_407.png,448,448,ba,50,31,179,146
ba_282.png,448,448,ba,29,10,221,199
ba_91.png,448,448,ba,38,31,197,143
ba_583.png,448,448,ba,21,23,207,203
ba_618.png,448,448,ba,33,31,178,183
ba_80.png,448,448,ba,35,34,198,181
ba_415.png,448,448,ba,41,42,118,95
ba_22.png,448,448,ba,36,45,191,188
ba_728.png,448,448,ba,37,11,197,215
ba_680.png,448,448,ba,86,18,286,125
ba_4.png,448,448,ba,21,24,211,189
ba_660.png,448,448,ba,35,29,199,180
ba_157.png,448,448,ba,38,31,200,145
ba_84.png,448,448,ba,47,57,180,175
ba_289.png,448,448,ba,33,26,202,197
ba_342.png,448,448,ba,50,32,200,151
ba_530.png,448,448,ba,38,44,192,168
ba_167.png,448,448,ba,39,35,194,174
ba_278.png,448,448,ba,52,31,208,173
ba_273.png,448,448,ba,99,43,224,118
ba_271.png,448,448,ba,40,52,203,181
ba_309.png,448,448,ba,35,38,197,172
ba_414.png,448,448,ba,18,15,192,196
ba_707.png,448,448,ba,37,36,194,177
ba_269.png,448,448,ba,21,42,189,219
ba_123.png,448,448,ba,29,37,181,174
ba_740.png,448,448,ba,30,32,217,201
ba_588.png,448,448,ba,33,27,199,194
ba_684.png,448,448,ba,50,31,179,146
ba_17.png,448,448,ba,38,48,205,183
ba_312.png,448,448,ba,39,34,186,177
ba_69.png,448,448,ba,29,44,207,165
ba_159.png,448,448,ba,34,31,191,191
ba_502.png,448,448,ba,93,12,207,126
ba_557.png,448,448,ba,27,32,184,175
ba_690.png,448,448,ba,27,25,195,193
ba_413.png,448,448,ba,24,29,188,191
ba_424.png,448,448,ba,34,37,172,189
ba_531.png,448,448,ba,48,55,184,180
ba_30.png,448,448,ba,40,28,194,198
ba_551.png,448,448,ba,29,23,206,190
ba_149.png,448,448,ba,37,42,206,188
ba_453.png,448,448,ba,45,29,185,159
ba_511.png,448,448,ba,48,57,179,175
ba_493.png,448,448,ba,37,35,187,186
ba_768.png,448,448,ba,59,34,224,125
ba_633.png,448,448,ba,80,34,239,127
ba_444.png,448,448,ba,19,27,206,198
ba_756.png,448,448,ba,25,16,203,196
ba_107.png,448,448,ba,42,55,173,199
ba_153.png,448,448,ba,34,33,176,182
ba_259.png,448,448,ba,20,3,215,207
ba_237.png,448,448,ba,42,48,199,181
ba_346.png,448,448,ba,38,36,183,181
ba_488.png,448,448,ba,23,21,201,203
ba_595.png,448,448,ba,12,18,192,192
ba_786.png,448,448,ba,40,26,217,205
ba_480.png,448,448,ba,11,33,200,201
ba_800.png,448,448,ba,52,97,222,199
ba_334.png,448,448,ba,55,40,176,154
ba_239.png,448,448,ba,17,9,201,199
ba_460.png,448,448,ba,41,54,217,200
ba_204.png,448,448,ba,31,32,182,174
ba_700.png,448,448,ba,34,34,198,178
ba_316.png,448,448,ba,44,23,218,196
ba_525.png,448,448,ba,36,24,223,181
ba_404.png,448,448,ba,42,52,186,187
ba_392.png,448,448,ba,37,35,194,177
ba_545.png,448,448,ba,39,30,196,188
ba_135.png,448,448,ba,36,34,190,176
ba_126.png,448,448,ba,49,31,205,173
ba_382.png,448,448,ba,40,28,194,198
ba_503.png,448,448,ba,47,33,213,173
ba_499.png,448,448,ba,32,22,198,154
ba_403.png,448,448,ba,45,21,218,147
ba_298.png,448,448,ba,60,43,197,158
ba_766.png,448,448,ba,99,39,223,122
ba_537.png,448,448,ba,22,30,199,207
ba_620.png,448,448,ba,47,28,182,157
ba_486.png,448,448,ba,35,34,176,181
ba_431.png,448,448,ba,38,44,192,168
ba_456.png,448,448,ba,0,5,222,204
ba_788.png,448,448,ba,35,27,198,188
ba_393.png,448,448,ba,56,41,209,177
ba_120.png,448,448,ba,29,31,174,186
ba_317.png,448,448,ba,82,47,211,105
ba_599.png,448,448,ba,17,11,185,206
ba_771.png,448,448,ba,18,15,193,203
ba_168.png,448,448,ba,81,33,279,146
ba_187.png,448,448,ba,46,29,185,159
ba_446.png,448,448,ba,37,52,211,186
ba_518.png,448,448,ba,23,19,203,206
ba_429.png,448,448,ba,19,30,198,204
ba_542.png,448,448,ba,37,66,195,186
ba_295.png,448,448,ba,42,46,238,140
ba_193.png,448,448,ba,41,54,174,199
ba_294.png,448,448,ba,24,34,203,176
ba_672.png,448,448,ba,37,36,194,177
ba_122.png,448,448,ba,46,56,181,172
ba_400.png,448,448,ba,9,6,208,215
ba_243.png,448,448,ba,36,17,213,192
ba_322.png,448,448,ba,38,64,207,189
ba_720.png,448,448,ba,43,57,211,196
ba_470.png,448,448,ba,22,19,213,194
ba_659.png,448,448,ba,52,36,213,181
ba_623.png,448,448,ba,38,23,195,184
ba_335.png,448,448,ba,17,25,198,210
ba_70.png,448,448,ba,4,15,205,208
ba_576.png,448,448,ba,58,46,194,162
ba_326.png,448,448,ba,12,21,202,216
ba_258.png,448,448,ba,46,64,204,188
ba_695.png,448,448,ba,19,37,217,173
ba_226.png,448,448,ba,19,26,200,210
ba_33.png,448,448,ba,0,9,212,210
ba_536.png,448,448,ba,40,54,219,199
ba_10.png,448,448,ba,39,45,208,193
ba_196.png,448,448,ba,56,42,205,174
ba_44.png,448,448,ba,38,27,197,198
ba_636.png,448,448,ba,27,33,179,170
ba_726.png,448,448,ba,6,5,213,205
ba_97.png,448,448,ba,15,33,201,194
ba_134.png,448,448,ba,29,7,208,210
ba_589.png,448,448,ba,56,42,205,174
ba_549.png,448,448,ba,11,24,199,203
ba_8.png,448,448,ba,39,8,190,159
ba_517.png,448,448,ba,32,18,205,208
ba_677.png,448,448,ba,60,29,219,126
ba_662.png,448,448,ba,23,35,188,188
ba_297.png,448,448,ba,52,31,203,187
ba_624.png,448,448,ba,18,13,223,199
ba_667.png,448,448,ba,24,34,195,201
ba_15.png,448,448,ba,28,34,193,181
ba_792.png,448,448,ba,37,30,197,143
ba_668.png,448,448,ba,41,31,196,178
ba_678.png,448,448,ba,37,47,212,190
ba_108.png,448,448,ba,30,29,185,169
ba_81.png,448,448,ba,49,16,180,149
ba_32.png,448,448,ba,42,44,201,188
ba_439.png,448,448,ba,8,39,216,195
ba_20.png,448,448,ba,32,30,181,184
ba_337.png,448,448,ba,28,49,203,170
ba_374.png,448,448,ba,56,40,172,149
ba_522.png,448,448,ba,35,27,198,188
ba_626.png,448,448,ba,40,30,194,195
ba_438.png,448,448,ba,41,36,192,176
ba_230.png,448,448,ba,26,54,199,176
ba_114.png,448,448,ba,25,28,179,190
ba_50.png,448,448,ba,49,34,205,170
ba_83.png,448,448,ba,0,6,223,221
ba_483.png,448,448,ba,26,23,216,187
ba_464.png,448,448,ba,38,31,190,183
ba_29.png,448,448,ba,24,20,180,205
ba_487.png,448,448,ba,38,49,192,187
ba_221.png,448,448,ba,30,20,211,150
ba_356.png,448,448,ba,17,10,209,211
ba_359.png,448,448,ba,17,12,202,175
ba_763.png,448,448,ba,32,18,203,203
ba_308.png,448,448,ba,77,30,224,147
ba_277.png,448,448,ba,9,24,192,202
ba_201.png,448,448,ba,39,24,222,205
ba_592.png,448,448,ba,21,37,195,196
ba_151.png,448,448,ba,125,42,235,147
ba_794.png,448,448,ba,37,37,170,188
ba_574.png,448,448,ba,47,50,189,203
ba_328.png,448,448,ba,54,55,191,192
ba_45.png,448,448,ba,39,37,182,181
ba_587.png,448,448,ba,26,29,188,202
ba_625.png,448,448,ba,58,45,194,162
ba_320.png,448,448,ba,60,46,181,146
ba_186.png,448,448,ba,15,30,191,190
ba_445.png,448,448,ba,41,40,192,171
ba_160.png,448,448,ba,100,31,301,137
ba_581.png,448,448,ba,37,34,187,187
ba_142.png,448,448,ba,32,31,200,183
ba_614.png,448,448,ba,25,16,210,202
ba_208.png,448,448,ba,30,29,185,169
ba_466.png,448,448,ba,10,8,221,217
ba_512.png,448,448,ba,37,30,191,183
ba_31.png,448,448,ba,30,19,195,192
ba_440.png,448,448,ba,35,34,185,175
ba_369.png,448,448,ba,28,32,185,199
ba_683.png,448,448,ba,47,31,223,185
ba_790.png,448,448,ba,14,0,223,223
ba_402.png,448,448,ba,27,17,208,150
ba_199.png,448,448,ba,39,52,208,186
ba_544.png,448,448,ba,26,38,204,177
ba_11.png,448,448,ba,23,31,188,189
ba_203.png,448,448,ba,33,23,196,154
ba_697.png,448,448,ba,56,40,199,180
ba_594.png,448,448,ba,35,31,238,155
ba_474.png,448,448,ba,39,35,194,174
ba_353.png,448,448,ba,47,55,184,180
ba_90.png,448,448,ba,52,36,200,169
ba_207.png,448,448,ba,32,35,183,197
ba_495.png,448,448,ba,32,32,180,193
ba_99.png,448,448,ba,35,38,205,198
ba_586.png,448,448,ba,28,24,203,199
ba_191.png,448,448,ba,28,49,203,170
ba_233.png,448,448,ba,38,35,196,175
ba_141.png,448,448,ba,29,22,189,169
ba_248.png,448,448,ba,30,46,180,210
ba_249.png,448,448,ba,28,24,193,168
ba_21.png,448,448,ba,56,39,188,150
ba_738.png,448,448,ba,48,51,187,184
ba_150.png,448,448,ba,25,37,191,196
ba_217.png,448,448,ba,38,31,190,183
ba_443.png,448,448,ba,24,49,205,170
ba_553.png,448,448,ba,49,31,184,160
ba_555.png,448,448,ba,29,49,218,211
ba_435.png,448,448,ba,41,54,174,199
ba_211.png,448,448,ba,28,35,223,202
ba_650.png,448,448,ba,44,69,199,182
ba_254.png,448,448,ba,104,33,232,127
ba_711.png,448,448,ba,43,31,200,181
ba_799.png,448,448,ba,31,29,184,168
ba_117.png,448,448,ba,41,53,203,181
ba_671.png,448,448,ba,40,29,200,182
ba_541.png,448,448,ba,52,38,202,187
ba_664.png,448,448,ba,56,41,196,166
ba_127.png,448,448,ba,38,26,196,195
ba_87.png,448,448,ba,18,24,201,193
ba_301.png,448,448,ba,26,42,187,219
ba_39.png,448,448,ba,37,50,190,181
ba_629.png,448,448,ba,41,53,203,181
ba_717.png,448,448,ba,38,38,175,187
ba_245.png,448,448,ba,8,8,221,219
ba_521.png,448,448,ba,31,20,212,189
ba_708.png,448,448,ba,54,39,200,167
ba_166.png,448,448,ba,11,56,207,204
ba_358.png,448,448,ba,24,25,196,186
ba_554.png,448,448,ba,41,25,206,186
ba_286.png,448,448,ba,43,27,223,188
ba_721.png,448,448,ba,35,26,199,197
ba_205.png,448,448,ba,35,49,178,207
ba_608.png,448,448,ba,23,31,208,184
ba_177.png,448,448,ba,0,15,218,193
ba_244.png,448,448,ba,50,34,218,183
ba_552.png,448,448,ba,36,33,199,192
ba_128.png,448,448,ba,24,28,181,173
ba_465.png,448,448,ba,99,44,227,140
ba_578.png,448,448,ba,29,19,203,153
ba_313.png,448,448,ba,22,26,204,199
ba_632.png,448,448,ba,11,28,223,178
ba_476.png,448,448,ba,28,39,186,183
ba_649.png,448,448,ba,69,21,215,133
ba_657.png,448,448,ba,60,44,185,142
ba_611.png,448,448,ba,23,27,203,198
ba_485.png,448,448,ba,36,29,204,208
ba_100.png,448,448,ba,39,52,208,186
ba_687.png,448,448,ba,46,64,204,187
ba_496.png,448,448,ba,18,23,193,199
ba_739.png,448,448,ba,22,10,196,176
ba_242.png,448,448,ba,38,27,204,149
ba_568.png,448,448,ba,26,28,180,173
ba_257.png,448,448,ba,56,41,196,166
ba_550.png,448,448,ba,53,52,254,158
ba_93.png,448,448,ba,22,30,199,207
ba_389.png,448,448,ba,46,64,204,187
ba_164.png,448,448,ba,53,36,197,169
ba_386.png,448,448,ba,10,14,192,184
ba_180.png,448,448,ba,29,44,207,165
ba_744.png,448,448,ba,21,37,216,171
ba_350.png,448,448,ba,21,11,213,202
ba_663.png,448,448,ba,88,28,219,111
ba_630.png,448,448,ba,13,18,189,200
ba_713.png,448,448,ba,47,28,204,155
ba_638.png,448,448,ba,29,31,174,186
ba_331.png,448,448,ba,40,56,216,197
ba_329.png,448,448,ba,78,39,240,132
ba_472.png,448,448,ba,25,8,223,167
ba_524.png,448,448,ba,35,34,176,181
ba_490.png,448,448,ba,21,23,207,203
ba_504.png,448,448,ba,59,46,179,151
ba_65.png,448,448,ba,42,48,199,181
ba_412.png,448,448,ba,93,48,216,125
ba_75.png,448,448,ba,60,42,185,142
ba_189.png,448,448,ba,38,47,186,196
ba_607.png,448,448,ba,57,43,204,173
ba_757.png,448,448,ba,39,28,204,182
ba_528.png,448,448,ba,2,10,223,216
ba_459.png,448,448,ba,27,39,180,176
ba_232.png,448,448,ba,39,30,196,188
ba_514.png,448,448,ba,0,0,223,223
ba_23.png,448,448,ba,42,44,201,188
ba_162.png,448,448,ba,9,14,209,195
ba_247.png,448,448,ba,53,34,177,142
ba_641.png,448,448,ba,36,26,210,185
ba_171.png,448,448,ba,30,18,206,202
ba_255.png,448,448,ba,55,28,304,158
ba_366.png,448,448,ba,33,23,196,154
ba_519.png,448,448,ba,42,40,201,188
ba_606.png,448,448,ba,28,12,220,196
ba_285.png,448,448,ba,51,53,189,197
ba_26.png,448,448,ba,41,15,257,118
ba_733.png,448,448,ba,54,38,177,144
ba_390.png,448,448,ba,29,26,183,186
ba_748.png,448,448,ba,43,59,211,194
ba_67.png,448,448,ba,27,17,215,152
ba_92.png,448,448,ba,44,24,194,170
ba_622.png,448,448,ba,48,55,184,180
ba_776.png,448,448,ba,10,18,211,203
ba_601.png,448,448,ba,35,38,179,191
ba_223.png,448,448,ba,44,53,183,176
ba_330.png,448,448,ba,28,24,203,199
ba_355.png,448,448,ba,55,37,175,144
ba_482.png,448,448,ba,43,31,200,181
ba_327.png,448,448,ba,40,39,193,171
ba_175.png,448,448,ba,102,39,232,131
ba_49.png,448,448,ba,25,32,198,192
ba_758.png,448,448,ba,38,37,183,181
ba_529.png,448,448,ba,51,44,197,146
ba_76.png,448,448,ba,31,50,197,182
ba_749.png,448,448,ba,27,39,180,176
ba_229.png,448,448,ba,55,40,230,135
ba_144.png,448,448,ba,39,47,173,209
ba_732.png,448,448,ba,31,21,253,150
ba_72.png,448,448,ba,25,27,198,198
ba_213.png,448,448,ba,29,38,211,172
ba_604.png,448,448,ba,55,40,176,154
ba_582.png,448,448,ba,46,54,181,177
ba_323.png,448,448,ba,60,46,181,146
ba_112.png,448,448,ba,37,35,212,202
ba_77.png,448,448,ba,49,28,201,149
ba_762.png,448,448,ba,57,44,189,142
ba_125.png,448,448,ba,41,54,174,199
ba_441.png,448,448,ba,35,48,173,207
ba_184.png,448,448,ba,30,34,202,181
ba_647.png,448,448,ba,47,14,183,153
ba_535.png,448,448,ba,42,56,179,193
ba_71.png,448,448,ba,20,26,200,193
ba_95.png,448,448,ba,56,25,209,190
ba_694.png,448,448,ba,37,36,194,177
ba_572.png,448,448,ba,7,0,197,195
ba_781.png,448,448,ba,28,41,182,177
ba_699.png,448,448,ba,26,12,223,200
ba_64.png,448,448,ba,60,46,178,150
ba_115.png,448,448,ba,56,38,175,144
ba_693.png,448,448,ba,24,9,260,145
ba_696.png,448,448,ba,38,22,204,148
ba_783.png,448,448,ba,37,33,187,177
ba_139.png,448,448,ba,25,28,179,196
ba_394.png,448,448,ba,28,26,192,181
ba_240.png,448,448,ba,35,34,176,181
ba_437.png,448,448,ba,47,57,180,175
ba_104.png,448,448,ba,27,41,210,168
ba_56.png,448,448,ba,50,35,206,171
ba_119.png,448,448,ba,48,27,218,135
ba_373.png,448,448,ba,33,25,201,200
ba_281.png,448,448,ba,44,69,199,182
ba_701.png,448,448,ba,25,29,193,186
ba_198.png,448,448,ba,35,34,185,175
ba_364.png,448,448,ba,38,44,192,168
ba_634.png,448,448,ba,12,15,188,202
ba_426.png,448,448,ba,24,25,196,186
ba_287.png,448,448,ba,46,35,218,171
ba_215.png,448,448,ba,51,35,203,171
ba_613.png,448,448,ba,29,29,194,191
ba_642.png,448,448,ba,51,34,217,183
ba_508.png,448,448,ba,38,27,204,149
ba_172.png,448,448,ba,33,27,199,194
ba_653.png,448,448,ba,36,27,195,149
ba_593.png,448,448,ba,55,39,176,154
ba_279.png,448,448,ba,38,29,196,188
ba_775.png,448,448,ba,23,38,183,223
ba_241.png,448,448,ba,41,69,194,180
ba_548.png,448,448,ba,21,14,198,191
ba_378.png,448,448,ba,34,33,199,182
ba_754.png,448,448,ba,34,31,191,191
ba_200.png,448,448,ba,42,26,205,185
ba_256.png,448,448,ba,15,11,196,200
ba_716.png,448,448,ba,60,43,197,158
ba_520.png,448,448,ba,24,39,203,196
ba_706.png,448,448,ba,29,19,187,170
ba_709.png,448,448,ba,30,22,201,154
ba_291.png,448,448,ba,33,16,200,154
ba_303.png,448,448,ba,2,24,216,212
ba_648.png,448,448,ba,24,22,180,204
ba_276.png,448,448,ba,27,25,208,183
ba_575.png,448,448,ba,42,26,205,185
ba_569.png,448,448,ba,60,41,197,162
ba_420.png,448,448,ba,38,31,197,143
ba_60.png,448,448,ba,58,45,194,162
ba_779.png,448,448,ba,60,14,257,157
ba_469.png,448,448,ba,36,30,198,188
ba_311.png,448,448,ba,41,40,192,171
ba_526.png,448,448,ba,21,31,183,194
ba_74.png,448,448,ba,29,31,174,186
ba_148.png,448,448,ba,41,28,193,197
ba_218.png,448,448,ba,104,31,292,141
ba_411.png,448,448,ba,24,38,182,179
ba_477.png,448,448,ba,29,26,189,166
ba_449.png,448,448,ba,31,29,180,183
ba_48.png,448,448,ba,21,29,198,191
ba_379.png,448,448,ba,5,13,216,223
ba_527.png,448,448,ba,20,18,198,220
ba_154.png,448,448,ba,10,0,211,185
ba_264.png,448,448,ba,31,36,214,144
ba_596.png,448,448,ba,39,39,194,194
ba_534.png,448,448,ba,32,30,181,184
ba_89.png,448,448,ba,21,20,198,190
ba_538.png,448,448,ba,25,43,209,169
ba_510.png,448,448,ba,38,29,196,188
ba_209.png,448,448,ba,26,29,218,144
ba_688.png,448,448,ba,39,51,173,203
ba_37.png,448,448,ba,2,11,218,223
ba_481.png,448,448,ba,41,52,186,176
ba_98.png,448,448,ba,34,37,172,189
ba_290.png,448,448,ba,39,34,186,177
ba_102.png,448,448,ba,32,24,212,184
ba_743.png,448,448,ba,48,37,208,187
ba_752.png,448,448,ba,14,17,223,189
ba_436.png,448,448,ba,38,31,200,145
ba_228.png,448,448,ba,25,28,179,196
ba_268.png,448,448,ba,19,21,182,196
ba_88.png,448,448,ba,41,22,223,192
ba_354.png,448,448,ba,29,26,189,166
ba_375.png,448,448,ba,54,12,240,135
ba_194.png,448,448,ba,60,44,185,142
ba_18.png,448,448,ba,25,13,217,193
ba_724.png,448,448,ba,41,31,196,178
ba_689.png,448,448,ba,27,31,204,183
ba_133.png,448,448,ba,45,38,191,154
ba_635.png,448,448,ba,35,13,223,185
ba_292.png,448,448,ba,24,31,198,192
ba_774.png,448,448,ba,4,14,198,184
ba_132.png,448,448,ba,50,39,233,139
ba_35.png,448,448,ba,38,29,195,182
ba_367.png,448,448,ba,32,29,202,182
ba_54.png,448,448,ba,30,34,214,178
ba_513.png,448,448,ba,31,40,211,193
ba_562.png,448,448,ba,25,37,191,196
ba_735.png,448,448,ba,23,20,194,170
ba_399.png,448,448,ba,28,24,193,168
ba_306.png,448,448,ba,38,27,204,149
ba_416.png,448,448,ba,25,31,189,202
ba_363.png,448,448,ba,32,5,196,158
ba_498.png,448,448,ba,2,9,218,223
ba_796.png,448,448,ba,21,55,208,205
